Date,Campaign ID,Campaign Name,Targeting Type,Targeting Value,Match Type,Most Viewed Position,Pacing Type,CPM,Impressions,Direct ATC,Indirect ATC,Direct Quantities Sold,Indirect Quantities Sold,Direct Sales,Indirect Sales,New Users Acquired,Estimated Budget Consumed,Direct RoAS,Total RoAS
06-06-2026,529350,Bowls - Generic June'26,Keyword,small ball,SMART,5,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,small balls,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,small bow,SMART,1,DAILY,500,9,0,0,0,0,0,0,0,4.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,small bowl with,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,small bowls s,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,small bows,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,small pot,SMART,5,DAILY,500,5,0,0,0,0,0,0,0,2.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,small vati,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,snack bowl,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,paper bowl,EXACT,1,DAILY,500,73,2,0,1,0,189,0,1,36.5,5.178082192,5.178082192
06-06-2026,529350,Bowls - Generic June'26,Keyword,bowls,EXACT,1,DAILY,500,110,0,0,0,0,0,0,0,55,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,bowl,EXACT,1,DAILY,500,1922,13,3,7,1,873,119,6,961,0.90842872,1.032258065
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,6,0,0,0,0,0,0,0,3,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,6,0,0,0,0,0,0,0,3,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,5,0,0,0,0,0,0,0,2.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,5,0,0,0,0,0,0,0,2.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,boul,SMART,5,DAILY,500,52,0,0,0,0,0,0,0,26,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,bow,SMART,1,DAILY,500,325,0,0,0,0,0,0,0,162.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,4,0,0,0,0,0,0,0,2,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,6,0,0,0,0,0,0,0,3,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,4,0,0,0,0,0,0,0,2,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,11,0,0,0,0,0,0,0,5.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,8,0,0,0,0,0,0,0,4,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,18,0,0,0,0,0,0,0,9,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,7,0,0,0,0,0,0,0,3.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,12,0,0,0,0,0,0,0,6,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,6,0,0,0,0,0,0,0,3,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,10,0,0,0,0,0,0,0,5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,disposable bowl,EXACT,1,DAILY,500,400,29,0,22,0,3078,0,17,200,15.39,15.39
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,67,0,0,0,0,0,0,0,33.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,bow,SMART,1,DAILY,500,225,0,0,0,0,0,0,0,112.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,5,0,0,0,0,0,0,0,2.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,5,1,0,1,0,189,0,1,2.5,75.6,75.6
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,4,0,0,0,0,0,0,0,2,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,4,0,0,0,0,0,0,0,2,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,4,1,0,1,0,99,0,1,2,49.5,49.5
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,4,0,0,0,0,0,0,0,2,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,23,0,0,0,0,0,0,0,11.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,22,0,0,0,0,0,0,0,11,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,5,0,0,0,0,0,0,0,2.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,21,0,0,0,0,0,0,0,10.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,5,0,0,0,0,0,0,0,2.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,14,0,0,0,0,0,0,0,7,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,4,0,0,0,0,0,0,0,2,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,64,1,0,1,0,99,0,1,32,3.09375,3.09375
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,7,0,0,0,0,0,0,0,3.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,disp,SMART,1,DAILY,500,220,0,1,0,1,0,169,1,110,0,1.536363636
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,4,0,0,0,0,0,0,0,2,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,dispo,SMART,1,DAILY,500,952,10,7,6,6,684,864,9,476,1.43697479,3.25210084
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,1,0,1,0,99,0,1,0.5,198,198
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,dispos,SMART,1,DAILY,500,127,1,0,2,0,198,0,0,63.5,3.118110236,3.118110236
06-06-2026,529350,Bowls - Generic June'26,Keyword,disposa,SMART,1,DAILY,500,309,6,4,4,1,396,119,3,154.5,2.563106796,3.333333333
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,37,0,0,0,0,0,0,0,18.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,30,0,0,0,0,0,0,0,15,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,disposable,SMART,1,DAILY,500,754,9,4,6,2,594,338,6,377,1.575596817,2.472148541
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,33,0,0,0,0,0,0,0,16.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,8,0,0,0,0,0,0,0,4,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,40,1,0,0,0,0,0,0,20,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,12,0,0,0,0,0,0,0,6,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,13,0,0,0,0,0,0,0,6.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,40,0,0,0,0,0,0,0,20,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,63,1,0,1,0,99,0,0,31.5,3.142857143,3.142857143
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,29,3,0,2,0,378,0,2,14.5,26.06896552,26.06896552
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,7,0,0,0,0,0,0,0,3.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,13,0,0,0,0,0,0,0,6.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,10,0,0,0,0,0,0,0,5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,23,0,0,0,0,0,0,0,11.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,8,0,0,0,0,0,0,0,4,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,1,0,2,0,378,0,0,0.5,756,756
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,disposal,SMART,1,DAILY,500,131,3,0,2,0,198,0,2,65.5,3.022900763,3.022900763
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,2,0,0,0,0,0,0,0,1,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,8,0,0,0,0,0,0,0,4,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,3,0,0,0,0,0,0,0,1.5,0,0
06-06-2026,529350,Bowls - Generic June'26,Keyword,Others,SMART,1,DAILY,500,1,0,0,0,0,0,0,0,0.5,0,0
06-06-2026,529352,Plates - Generic June'26,Keyword,paper plate,EXACT,9,DAILY,475,1630,37,1,20,0,2280,0,16,778.2,2.929838088,2.929838088
06-06-2026,529352,Plates - Generic June'26,Keyword,plates,EXACT,1,DAILY,475,1498,29,2,17,2,1973,198,11,716.3,2.7544325,3.030852995
06-06-2026,529352,Plates - Generic June'26,Keyword,paper plates,EXACT,5,DAILY,475,475,8,2,3,1,357,99,4,227.8,1.567164179,2.001755926
06-06-2026,529352,Plates - Generic June'26,Keyword,disposable plates,EXACT,5,DAILY,475,425,10,1,10,1,1340,99,7,204.9,6.5397755,7.022938019
06-06-2026,529352,Plates - Generic June'26,Keyword,use and throw plate,EXACT,5,DAILY,475,421,11,2,5,2,745,198,5,202.2,3.684470821,4.663699308
06-06-2026,529356,Eco and vernacular June'26,Keyword,dona,EXACT,1,DAILY,350,803,26,0,16,0,2004,0,12,291.4,6.877144818,6.877144818
06-06-2026,529356,Eco and vernacular June'26,Keyword,pattal,EXACT,1,DAILY,350,1275,12,0,7,0,833,0,4,455.8,1.827555946,1.827555946
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,30,0,0,0,0,0,0,0,10.8,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,patal,SMART,1,DAILY,350,418,4,1,1,0,119,0,1,147.3,0.807875085,0.807875085
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,patt,SMART,5,DAILY,350,59,0,0,0,0,0,0,0,20.7,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,patta,SMART,5,DAILY,350,119,0,0,0,0,0,0,0,42,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,6,0,0,0,0,0,0,0,2.2,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,3,0,0,0,0,0,0,0,1.2,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,patravali,EXACT,1,DAILY,350,498,5,0,0,0,0,0,0,176.8,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,patr,SMART,1,DAILY,350,153,0,0,0,0,0,0,0,56.2,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,patra,SMART,1,DAILY,350,456,0,0,0,0,0,0,0,162.3,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,9,0,0,0,0,0,0,0,3.4,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,15,0,0,0,0,0,0,0,5.4,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,5,DAILY,350,33,0,0,0,0,0,0,0,12,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,compostable plates,EXACT,1,DAILY,350,22,0,0,0,0,0,0,0,7.9,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,sugarcane plates,EXACT,13,DAILY,300,76,1,0,0,0,0,0,0,22.8,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,areca plate,EXACT,5,DAILY,300,136,2,0,0,0,0,0,0,40.8,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,4,0,0,0,0,0,0,0,1.2,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,3,0,0,0,0,0,0,0,0.9,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,2,0,0,0,0,0,0,0,0.6,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,11,0,0,0,0,0,0,0,3.3,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,5,0,0,0,0,0,0,0,1.5,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,are,SMART,1,DAILY,300,1166,0,1,0,0,0,0,0,349.8,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,2,0,0,0,0,0,0,0,0.6,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,2,0,0,0,0,0,0,0,0.6,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,29,0,0,0,0,0,0,0,8.7,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,areca,SMART,1,DAILY,300,322,0,0,0,0,0,0,0,96.6,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,23,0,0,0,0,0,0,0,6.9,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,11,0,0,0,0,0,0,0,3.3,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,19,0,0,0,0,0,0,0,5.7,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,10,1,0,1,0,169,0,1,3,56.33333333,56.33333333
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,68,0,0,0,0,0,0,0,20.4,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,4,0,0,0,0,0,0,0,1.2,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,44,0,0,0,0,0,0,0,13.2,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,2,0,0,0,0,0,0,0,0.6,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,300,2,0,0,0,0,0,0,0,0.6,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,bamboo plate,EXACT,5,DAILY,350,150,2,0,0,0,0,0,0,53.9,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,banana leaf plate,EXACT,1,DAILY,350,293,1,0,1,0,99,0,1,105.6,0.9375,0.9375
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,5,0,0,0,0,0,0,0,1.8,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,72,0,0,0,0,0,0,0,25.5,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,2,0,0,0,0,0,0,0,0.8,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,Others,SMART,1,DAILY,350,3,0,0,0,0,0,0,0,1.2,0,0
06-06-2026,529356,Eco and vernacular June'26,Keyword,banana le,SMART,1,DAILY,350,252,0,0,0,0,0,0,0,91.1,0,0
