platform,competitor,product,price,rating,rank,keyword,date
bigbasket,Popular Essentials,Bay Leaves/Tej Patta,18.04,3.9,20,pattal,2026-08-05
bigbasket,Eco Soul,Round Palm Leaf Plates - 25 cm,169,4.5,1,patravali,2026-08-05
bigbasket,Agrileaf,12 Inch/30.5 cm Round Disposable Areca Palm Leaf Plates - Eco-Friendly Meal Plates,189,3.9,2,patravali,2026-08-05
bigbasket,Agrileaf,10 Inch/25.4 cm Round Disposable Areca Palm Leaf Plates - Eco-Friendly Meal Plates,169,4,3,patravali,2026-08-05
bigbasket,Eco Soul,Square Palm Leaf Plates - 15 cm,99,,4,patravali,2026-08-05
bigbasket,Eco Soul,Square Palm Leaf Plates - 25 cm,169,4.2,5,patravali,2026-08-05
bigbasket,Agrileaf,6 Inch/15.2 cm Square Disposable Areca Palm Leaf Deep Bowls - Eco-Friendly Serving Bowls,199,,6,patravali,2026-08-05
bigbasket,Agrileaf,6 Inch/15.2 cm Round Disposable Areca Palm Leaf Plates - Eco-Friendly Snack Plates,199,5,7,patravali,2026-08-05
bigbasket,Eco Soul,Round Palm Leaf Plates - 15 cm,99,,8,patravali,2026-08-05
bigbasket,Agrileaf,6 Inch/15.2 cm Square Disposable Areca Palm Leaf Plates - Eco-Friendly Snack Plates,199,,9,patravali,2026-08-05
bigbasket,Agrileaf,10 Inch/25.4 Square Disposable Areca Palm Leaf Plates - Eco-Friendly Dinner Plates,249,5,10,patravali,2026-08-05
bigbasket,Envome,"4'' Round Areca Leaf disposable Bowl - Eco-Friendly, Lightweight, Leakproof, Chemical Free",65,4.3,11,patravali,2026-08-05
bigbasket,Envome,"8'' Round Areca Leaf disposable Plate - Eco-Friendly, Lightweight, Leakproof, Chemical Free",39,4.3,12,patravali,2026-08-05
bigbasket,Envome,"10'' Square Areca Leaf disposable Plate - Eco-Friendly, Lightweight, Leakproof, Chemical Free",135,4.1,13,patravali,2026-08-05
bigbasket,Envome,"Round Areca Leaf disposable Bowl - Eco-Friendly, Lightweight, Leakproof, Chemical Free",49,,14,patravali,2026-08-05
bigbasket,Envome,"10'' Round Partition Areca Leaf disposable Plate - Eco-Friendly, Lightweight, Leakproof, Chemical Free",59,3.7,15,patravali,2026-08-05
bigbasket,Agrileaf,"4-Inch/10.1 cm Square Disposable Areca Palm Leaf Bowls - Eco-Friendly Deep Bowls For Chutney, Soup & Sweets",129,,16,patravali,2026-08-05
bigbasket,Agrileaf,9 Inch/22.8 cm Square 3-Compartment Disposable Areca Palm Leaf Plates - Eco-Friendly Meal Plates,249,,17,patravali,2026-08-05
bigbasket,Agrileaf,"Areca Palm Leaf Disposable Plates, Bowls & Spoons",299,,18,patravali,2026-08-05
bigbasket,bb home Earth,"Natural Disposable Plates - 29.2 cms, Siali Leaf, Round",159,,19,patravali,2026-08-05
bigbasket,Agrileaf,Areca Palm Leaf Disposable Rectangular Trays - 35.5 cm,179,,20,patravali,2026-08-05
bigbasket,fresho!,Banana Leaf,28,,1,banana leaf,2026-08-05
bigbasket,fresho!,Banana Leaf,96,,2,banana leaf,2026-08-05
bigbasket,fresho!,Banana Leaf,5.6,,3,banana leaf,2026-08-05
bigbasket,fresho!,Banana Leaf - Organically Grown,17.6,,4,banana leaf,2026-08-05
bigbasket,fresho!,Banana Leaf,20,,5,banana leaf,2026-08-05
bigbasket,Classi Bio,Disposable Burger Box - 15.50 x 15.50 cm,129,3.7,1,bagasse plates,2026-08-05
bigbasket,Eco Soul,"Disposable Round Plates, 23 cm",99,,3,bagasse plates,2026-08-05
bigbasket,Classi Bio,Disposable Plain Round Plates - 18 cm,109,4.7,4,bagasse plates,2026-08-05
bigbasket,Classi Bio,Round Takeaway Containers With Lid,139,,5,bagasse plates,2026-08-05
bigbasket,Classi Bio,28 OZ Disposable Oval Burrito Bowl With PET Lid,249,5,6,bagasse plates,2026-08-05
bigbasket,Origami,Biodegradable & Compostable Pulp Bowls,74.25,4.8,7,bagasse plates,2026-08-05
bigbasket,Eco Soul,Round Disposable Bowls,99,3.7,9,bagasse plates,2026-08-05
bigbasket,Origami,Biodegradable & Compostable Pulp Bowls,93.75,3.9,10,bagasse plates,2026-08-05
bigbasket,Eco Soul,5 Compartment Square Disposable Meal Tray/Plates,199,5,12,bagasse plates,2026-08-05
bigbasket,Origami,Biodegradable & Compostable Round Pulp Plates With 3 Compartments - 23 cm,202.5,,13,bagasse plates,2026-08-05
bigbasket,Eco Soul,3 Compartment Square Disposable Meal Tray/Plates,129,3.9,14,bagasse plates,2026-08-05
bigbasket,Ekopak,"Disposable Plates - Round, Plain, 23 cm, 100% Biodegradable, Compostable, Waterproof, Sturdy",110,5,16,bagasse plates,2026-08-05
bigbasket,Brodees,"Disposable Round Plate - 10'' Diameter, White, 3 Compartments, Ecofriendly",419,5,17,bagasse plates,2026-08-05
bigbasket,Classi Bio,Disposable 4 Compartment Super Buffet Plates - 29.50 cm,139,5,18,bagasse plates,2026-08-05
bigbasket,Eco Soul,Square Disposable Bowls,99,,19,bagasse plates,2026-08-05
bigbasket,Agrileaf,12 Inch/30.5 cm Round Disposable Areca Palm Leaf Plates - Eco-Friendly Meal Plates,189,3.9,1,eco friendly plates,2026-08-05
bigbasket,Agrileaf,10 Inch/25.4 cm Round Disposable Areca Palm Leaf Plates - Eco-Friendly Meal Plates,169,4,2,eco friendly plates,2026-08-05
bigbasket,Paricott,"Paper Bowl - With Lid, Plain White, Eco-friendly, Biodegradable & Disposable",149,4.1,3,eco friendly plates,2026-08-05
bigbasket,Agrileaf,6 Inch/15.2 cm Square Disposable Areca Palm Leaf Deep Bowls - Eco-Friendly Serving Bowls,199,,4,eco friendly plates,2026-08-05
bigbasket,Agrileaf,6 Inch/15.2 cm Round Disposable Areca Palm Leaf Plates - Eco-Friendly Snack Plates,199,5,5,eco friendly plates,2026-08-05
bigbasket,Paricott,"Paper Bowl - Plain White, Disposable, Eco-Friendly",249,,6,eco friendly plates,2026-08-05
bigbasket,Nabhas,"Disposable Paper Plate - Bagasse, Round, Eco-Friendly, 4 CP 11""",699,5,7,eco friendly plates,2026-08-05
bigbasket,Klassic,"Disposable Biodegradable Bagasse Meal Tray - Rectangle, 5 Cp(D), Eco-Friendly, Light Weight",269,5,8,eco friendly plates,2026-08-05
bigbasket,Agrileaf,6 Inch/15.2 cm Square Disposable Areca Palm Leaf Plates - Eco-Friendly Snack Plates,199,,9,eco friendly plates,2026-08-05
bigbasket,Paricott,"Paper Bowl - With Lid, Plain White, Eco-friendly, Biodegradable & Disposable",255,5,10,eco friendly plates,2026-08-05
bigbasket,Klassic,"Disposable Biodegradable Bagasse Bowl - Round, Eco-Friendly, Light Weight",149,5,11,eco friendly plates,2026-08-05
bigbasket,Agrileaf,10 Inch/25.4 Square Disposable Areca Palm Leaf Plates - Eco-Friendly Dinner Plates,249,5,12,eco friendly plates,2026-08-05
bigbasket,VC,Biodegradable Eco Friendly Disposable Round Plate Bowl Spoon Tissue Paper Set,325,4.8,13,eco friendly plates,2026-08-05
bigbasket,VC,Biodegradable Eco Friendly Disposable Square Partition Plate Spoon Tissue paper Set,399,4.8,14,eco friendly plates,2026-08-05
bigbasket,VC,Biodegradable Eco Friendly Disposable Square Plate Spoon Tissue paper Set,499,4.3,15,eco friendly plates,2026-08-05
bigbasket,Envome,"4'' Round Areca Leaf disposable Bowl - Eco-Friendly, Lightweight, Leakproof, Chemical Free",65,4.3,16,eco friendly plates,2026-08-05
bigbasket,Envome,"8'' Round Areca Leaf disposable Plate - Eco-Friendly, Lightweight, Leakproof, Chemical Free",39,4.3,17,eco friendly plates,2026-08-05
bigbasket,Envome,"10'' Square Areca Leaf disposable Plate - Eco-Friendly, Lightweight, Leakproof, Chemical Free",135,4.1,18,eco friendly plates,2026-08-05
bigbasket,Nabhas,"Disposable Paper Plate - Bagasse, Round, Eco-Friendly, 3 CP 10""",599,4.1,19,eco friendly plates,2026-08-05
bigbasket,Paricott,"Paricott Paper Bowl - Plain White, Disposable, Eco-Friendly",229,4.2,20,eco friendly plates,2026-08-05
bigbasket,Origami,Biodegradable & Compostable Pulp Bowls,74.25,4.8,1,biodegradable plates,2026-08-05
bigbasket,Paricott,"Paper Bowl - With Lid, Plain White, Eco-friendly, Biodegradable & Disposable",149,4.1,2,biodegradable plates,2026-08-05
bigbasket,bb home,Biodegradable & Compostable Round Pulp Plates - 23 cm,79,,3,biodegradable plates,2026-08-05
bigbasket,Origami,Biodegradable & Compostable Pulp Bowls,93.75,3.9,4,biodegradable plates,2026-08-05
bigbasket,Origami,Biodegradable & Compostable Round Pulp Plates With 3 Compartments - 23 cm,202.5,,5,biodegradable plates,2026-08-05
bigbasket,Ekopak,"Disposable Plates - Round, Plain, 23 cm, 100% Biodegradable, Compostable, Waterproof, Sturdy",110,5,6,biodegradable plates,2026-08-05
bigbasket,Origami,Biodegradable & Compostable Round Pulp Plates With 4 Compartments - 28 cm,320,5,7,biodegradable plates,2026-08-05
bigbasket,Klassic,"Disposable Biodegradable Bagasse Meal Tray - Rectangle, 5 Cp(D), Eco-Friendly, Light Weight",269,5,8,biodegradable plates,2026-08-05
bigbasket,Paricott,"Paper Bowl - With Lid, Plain White, Eco-friendly, Biodegradable & Disposable",255,5,9,biodegradable plates,2026-08-05
bigbasket,bb home,Biodegradable & Compostable Round Pulp Plates - 30 cm,199,,10,biodegradable plates,2026-08-05
bigbasket,Klassic,"Disposable Biodegradable Bagasse Bowl - Round, Eco-Friendly, Light Weight",149,5,11,biodegradable plates,2026-08-05
bigbasket,Origami,Biodegradable & Compostable Round Pulp Plates - 23 cm,221,,12,biodegradable plates,2026-08-05
bigbasket,VC,Biodegradable Eco Friendly Disposable Round Plate Bowl Spoon Tissue Paper Set,325,4.8,13,biodegradable plates,2026-08-05
bigbasket,VC,Biodegradable Eco Friendly Disposable Square Partition Plate Spoon Tissue paper Set,399,4.8,14,biodegradable plates,2026-08-05
bigbasket,Ekopak,"Disposable Plates - Square, 18 cm, 100% Biodegradable, Compostable, Waterproof, Sturdy",66,4.5,15,biodegradable plates,2026-08-05
bigbasket,VC,Biodegradable Eco Friendly Disposable Square Plate Spoon Tissue paper Set,499,4.3,16,biodegradable plates,2026-08-05
bigbasket,Re,Round Plate - Biodegradable Areca Leaf,109,4,17,biodegradable plates,2026-08-05
bigbasket,Klassic,"Disposable Biodegradable Bagasse Plate - Round, 9"" 3 Cp, Eco-Friendly, Light Weight",294,4,18,biodegradable plates,2026-08-05
bigbasket,Origami,Biodegradable & Compostable Round Pulp Plates - 15 cm,102,,19,biodegradable plates,2026-08-05
bigbasket,Re,Square Plate - Biodegradable Areca Leaf,124,,20,biodegradable plates,2026-08-05
bigbasket,Hazel,"Oven Safe Disposable Aluminium Foil Container - With Lid, Square",229,1,1,compostable containers,2026-08-05
bigbasket,Nabhas,"Aluminium Foil Container With Paper Lid - Disposable, Lightweight, Durable",299,3.9,2,compostable containers,2026-08-05
bigbasket,Nabhas,"Aluminium Foil Container With Paper Lid - Disposable, Lightweight, Durable",319,3.9,3,compostable containers,2026-08-05
bigbasket,Hazel,"Oven Safe Disposable Aluminium Foil Container - With Lid, Round",199,,4,compostable containers,2026-08-05
bigbasket,bb home,Biodegradable & Compostable Pulp Bowls,59,,5,compostable containers,2026-08-05
bigbasket,Nakoda,"Bread/Fruit/Biscuit/Food Storage Box - Multipurpose, Assorted Colour, 333",169,3.8,1,sugarcane clamshell,2026-08-05
bigbasket,Hazel,Bento Disposable Boxes,199,4.7,2,sugarcane clamshell,2026-08-05
bigbasket,Horlicks,Nutrition Drink,925,4.2,3,sugarcane clamshell,2026-08-05
bigbasket,Asian,Dynamic Storage Plastic Container - Assorted Colour,149,4.3,4,sugarcane clamshell,2026-08-05
bigbasket,Laplast,"Storewell Airtight Plastic Container - Blue Lid, Transparent, Plain, Rectangular",179,3.7,5,sugarcane clamshell,2026-08-05
bigbasket,India Gate,"Dubar Basmati Rice - Long Slender Grains, Fluffy & Non-Sticky",334,4.3,6,sugarcane clamshell,2026-08-05
bigbasket,Eco Soul,Disposable Cups/Glasses,69,3.8,7,sugarcane clamshell,2026-08-05
bigbasket,Laplast,"Lock-N-Pack Airtight Storage Plastic Container - Transparent, Plain, Round",199,4.3,8,sugarcane clamshell,2026-08-05
bigbasket,Eco Soul,Disposable Spoons & Forks,79,4.2,9,sugarcane clamshell,2026-08-05
bigbasket,Agrileaf,"Areca Palm Leaf Disposable Plates, Bowls & Spoons",299,,10,sugarcane clamshell,2026-08-05
bigbasket,Asian,"Masala/Dryfruit Spice Plastic Box - BPA-Free, 7 Compartments, Blue",199,4.3,11,sugarcane clamshell,2026-08-05
bigbasket,Classi Bio,Round Takeaway Containers With Lid,139,,12,sugarcane clamshell,2026-08-05
bigbasket,bb home Earth,"Natural Disposable Plates - 29.2 cms, Siali Leaf, Round",159,,13,sugarcane clamshell,2026-08-05
bigbasket,bb home,Disposable Doodle Print Party Paper Cups/Glass,69,,14,sugarcane clamshell,2026-08-05
bigbasket,bb home,Biodegradable & Compostable Round Pulp Plates - 23 cm,79,,15,sugarcane clamshell,2026-08-05
bigbasket,Eco Soul,Round Disposable Bowls,99,3.7,16,sugarcane clamshell,2026-08-05
bigbasket,Classi Bio,Disposable Cups,59,3.8,17,sugarcane clamshell,2026-08-05
bigbasket,bb home,Biodegradable & Compostable Pulp Bowls,59,,19,sugarcane clamshell,2026-08-05
bigbasket,bb home,Disposable Party Paper Cups/Glass,39,,20,sugarcane clamshell,2026-08-05
bigbasket,Pasabahce,Sip & Savour Rain Party Set,289,,1,party tableware,2026-08-05
bigbasket,Ek Do Dhai,Birthday- Party Chelegi Shot Glass,159,,2,party tableware,2026-08-05
bigbasket,Glass Ideas,Glass Storage Curd Serving Bowl Set - Celebrations,399,,3,party tableware,2026-08-05
bigbasket,Nachtmann,Transparent Noblesse Celebration Champagne Glass & Ice Bucket Set,7690,,4,party tableware,2026-08-05
bigbasket,Agrileaf,160 mm/16 cm Disposable Areca Palm Leaf Spoons - Eco-Friendly Cutlery For Parties & Events,169,,5,party tableware,2026-08-05
bigbasket,PddFalcon,"Stainless Steel Container - Recta Party 1, Silver",709,5,6,party tableware,2026-08-05
bigbasket,FNS,Rice Serving Large - Celebration,480,5,7,party tableware,2026-08-05
bigbasket,PddFalcon,Stainless Steel Container - Recta Party 2,319,,9,party tableware,2026-08-05
bigbasket,House of Festivals,"Beer Pong Glasses - Red, Durable Reusable Party Cups For Games & Parties",99,4.2,10,party tableware,2026-08-05
bigbasket,House of Festivals,"Beer Pong Glasses - Yellow, Reusable Party Cups For Cocktails & Parties",109,,11,party tableware,2026-08-05
bigbasket,bb home,Disposable Party Paper Cups/Glass,39,,12,party tableware,2026-08-05
bigbasket,House of Festivals,"Disposable Shot Glasses - Blue, Mini Shot Cups For Parties & Cocktails",69,,13,party tableware,2026-08-05
bigbasket,House of Festivals,"Disposable Shot Glasses - Red, Mini Shot Cups For Parties, Cocktails & Games",69,,14,party tableware,2026-08-05
bigbasket,House of Festivals,"Beer Pong Glasses - Blue, Reusable Party Cups For College Parties & Games",109,5,15,party tableware,2026-08-05
bigbasket,Potluck,Birthday Party Design Printed Disposable Paper Plates Set With Bowls & Glasses,349,5,16,party tableware,2026-08-05
bigbasket,Giggles,"Tea Party Set - Pretend & Play, 3+ Years",299,,17,party tableware,2026-08-05
bigbasket,bb home,Disposable Doodle Print Party Paper Cups/Glass,69,,18,party tableware,2026-08-05
bigbasket,bb home,Biodegradable & Compostable Round Pulp Plates - 23 cm,79,,19,party tableware,2026-08-05
bigbasket,bb home,Biodegradable & Compostable Pulp Bowls,59,,20,party tableware,2026-08-05
instamart,Origami,Origami Disposable Bagasee Bowls,86,3.9,3,disposable bowl,2026-08-05
instamart,Origami,Origami Disposable Bagasee Bowls,258,3.9,4,disposable bowl,2026-08-05
instamart,Paseo,"Paseo Butterfly Toilet Roll 3 Ply, 160'S, 10X1, Import",465,,5,disposable bowl,2026-08-05
instamart,Origami,Origami Disposable Bagasee Bowls,86,3.9,3,paper bowl,2026-08-05
instamart,Origami,Origami Disposable Bagasee Bowls,258,3.9,4,paper bowl,2026-08-05
instamart,Paseo,"Paseo Butterfly Toilet Roll 3 Ply, 160'S, 10X1, Import",465,,5,paper bowl,2026-08-05
instamart,Glass ideas,Glass ideas Twin Bowls (200ml),49,4.2,1,small bowl,2026-08-05
instamart,Nestasia,"Nestasia Ceramic Abstract Round Serving Bowl with Handle (700ml, White, Blue)",699,4.7,2,small bowl,2026-08-05
instamart,Nestasia,"Nestasia 900ml Ceramic Serving Pot with Lid (900ml, Dark Green)",1049,4.5,3,small bowl,2026-08-05
instamart,Sumeet,"Sumeet Stainless Steel Heavy Gauge Bowl Set / Wati Set with Mirror Finish (10cm Dia, 200ml Each, Set of 6, Silver)",439,4.4,4,small bowl,2026-08-05
instamart,Nestasia,"Nestasia Frill Metal Bowls for Dry Fruits & Chocolates (Set of 2, 4.5x12.5cm)",1179,,5,small bowl,2026-08-05
instamart,Nestasia,"Nestasia Ceramic Side Bowls (Set of 4, 350ml, Blue, White)",769,4.5,6,small bowl,2026-08-05
instamart,Nestasia,"Nestasia Glass Snack Bowls (6 Pieces, 220 ml, Transparent)",695,4.7,7,small bowl,2026-08-05
instamart,Nestasia,"Nestasia Ceramic Snack Bowls (Set of 4, 310ml, Multicoloured)",799,4.5,8,small bowl,2026-08-05
instamart,Nestasia,"Nestasia Ceramic Mandala Snack Bowl with Chopsticks (Set of 6 Bowls 250ml + 6 Pairs of Chopsticks, Multicoloured)",999,4.4,9,small bowl,2026-08-05
instamart,Nestasia,"Nestasia Floral Metal Bowls for Dry Fruits & Chocolates (Set of 2, 11x15x3.5cm)",1079,,10,small bowl,2026-08-05
instamart,Nestasia,"Nestasia Glass Ice Cream Dessert Bowls (Set of 6, 120ml, Transparent)",699,3.9,11,small bowl,2026-08-05
instamart,Nestasia,"Nestasia Ceramic Mandala Side Bowls (Set of 6, 300ml, White and Blue)",999,4.2,12,small bowl,2026-08-05
instamart,Nestasia,"Nestasia Ceramic Teardrop Serving Bowl with Handle (700ml, White, Blue)",699,,13,small bowl,2026-08-05
instamart,Nestasia,"Nestasia Borosilicate Glass Mixing Bowls with Lid (Set of 3 - 500ml, 1000ml, 1600ml)",1089,,14,small bowl,2026-08-05
instamart,Nestasia,"Nestasia Ceramic Snack Bowls (Set of 4, 300ml, Multicoloured)",799,4.6,15,small bowl,2026-08-05
instamart,Origami,Origami 23cm/9 Inch Disposable Paper Plates for Parties & Events – Pack of 20,168,4.1,1,disposable plates,2026-08-05
instamart,Origami,Origami 23cm/9 Inch Disposable Paper Plates for Parties & Events – Pack of 20,56,4.1,2,disposable plates,2026-08-05
instamart,Origami,Origami Bio Pulp Plate 9 inch (set of 25),211,4.5,3,disposable plates,2026-08-05
instamart,Paseo,"Paseo Butterfly Toilet Roll 3 Ply, 160'S, 10X1, Import",465,,4,disposable plates,2026-08-05
instamart,Origami,Origami Disposable Bagasee Plates,141,3.8,5,disposable plates,2026-08-05
